Date,REER,Oil_price,FDI,Poverty_rate,GDP_Construction,Year,Month,Nights,is_covid,Arrivals,Total_Receipts_MDH,lags_1,lags_2,lags_6,lags_12,roll_mean_3,roll_std_3,roll_mean_6,roll_std_6,roll_mean_12,roll_std_12,growth_yoy,month,year,quarter,month_sin,month_cos,saison_1,saison_2,saison_3,is_summer,is_high_season,is_vacances,jours_feries_count,is_ramadan,is_special_event,Oil_price_lag1,Oil_price_lag3,FDI_lag1,FDI_lag3,Poverty_rate_lag1,Poverty_rate_lag3,GDP_Construction_lag1,GDP_Construction_lag3,REER_lag1,REER_lag3,TSI,TSI_lag1,TSI_lag3,cdm_event,anomaly_zscore,anomaly_iforest,anomaly_prophet
2002-07-01,109.30172120547944,25.65,1389061984.9315069,13.504109589041096,,2002,7,,0,713704.8775244533,3504.3062177420798,407312.932993247,367652.8240555423,301339.4184046986,691091.5331041107,388890.84746931307,19979.444183640826,352738.7152573821,47186.750693771944,390600.0075295121,109923.84274333218,-5.230652062315739,7,2002,3,-0.4999999999999997,-0.8660254037844388,0,1,0,1,1,1,1,0,0,26.151639344262296,26.06,1238447683.5616438,932198604.1095892,13.586301369863014,13.753424657534246,,,109.36949531506848,109.50730267123286,63.12,64.13,63.61,0,0,0,0
2002-08-01,109.2316879589041,25.79,1544696763.0136986,13.41917808219178,,2002,8,,0,432597.176301203,2718.4307138944364,713704.8775244533,407312.932993247,356951.7047326597,489707.1299133434,496223.54485774756,189385.39701915355,421466.2917773412,148624.86410032946,392484.452897874,115591.26645925963,3.27212002131937,8,2002,3,-0.8660254037844385,-0.5000000000000004,0,1,0,1,1,1,3,0,0,25.65,26.67,1389061984.9315069,1082812905.479452,13.504109589041096,13.67123287671233,,,109.30172120547944,109.43952856164384,65.33,63.12,61.49,0,0,0,0
2002-09-01,109.16165471232875,27.634754098360656,1700331541.0958903,13.334246575342464,,2002,9,,0,319542.9831976863,2693.8107750831996,432597.176301203,713704.8775244533,291468.625998995,320727.3730611816,517871.6622729678,170067.07319970842,434073.87037209846,145227.27675254867,387725.2900968623,112354.85011345668,-11.662062919575284,9,2002,3,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,25.79,26.151639344262296,1544696763.0136986,1238447683.5616438,13.41917808219178,13.586301369863014,,,109.2316879589041,109.36949531506848,61.19,65.33,64.13,0,0,0,0
2002-10-01,109.09388060273972,29.42,1850945842.4657533,13.252054794520548,,2002,10,,0,385839.54222227575,2616.533754198333,319542.9831976863,432597.176301203,391706.7853591501,358656.6862341173,488615.0123411142,202964.03179076372,438752.9299052137,140074.63465621858,387626.5909415711,112419.55708735384,-0.3692824382873533,10,2002,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,0,0,27.634754098360656,25.65,1700331541.0958903,1389061984.9315069,13.334246575342464,13.504109589041096,,,109.16165471232875,109.30172120547944,62.16,61.19,63.12,0,0,0,0
2002-11-01,109.02384735616438,25.78,2006580620.5479453,13.167123287671233,,2002,11,,0,331198.2966902179,2344.870624519024,385839.54222227575,319542.9831976863,367652.8240555423,306977.0279466664,379326.56724038837,56807.8055984196,437775.056049068,140488.62290315903,389891.82894058427,112056.02799044322,7.579074092714533,11,2002,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,2,1,0,29.42,25.79,1850945842.4657533,1544696763.0136986,13.252054794520548,13.41917808219178,,,109.09388060273972,109.2316879589041,62.03,62.16,65.33,0,0,0,0
2002-12-01,108.95607324657534,26.209139072847684,2157194921.9178085,13.084931506849315,,2002,12,,0,375292.331815692,1688.6040981941303,331198.2966902179,385839.54222227575,407312.932993247,403608.0485504337,345526.94070339337,35394.787244274456,431699.3014881806,144848.37263905015,391910.26800254686,110635.87485249508,7.890254494143995,12,2002,4,-2.4492935982947064e-16,1.0,0,0,0,0,1,1,0,0,0,25.78,27.634754098360656,2006580620.5479453,1700331541.0958903,13.167123287671233,13.334246575342464,,,109.02384735616438,109.16165471232875,59.38,62.03,61.19,0,0,0,0
2003-01-01,108.88604,26.652582781456957,2312829700.0,13.0,,2003,1,,0,309290.65307684295,2305.11283105562,375292.331815692,331198.2966902179,713704.8775244533,301339.4184046986,364110.0569093952,28986.184336398215,426362.53462525475,146506.94185387445,389550.62494131835,110665.65846441725,-7.015647194459613,1,2003,1,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,2,0,0,26.209139072847684,29.42,2157194921.9178085,1850945842.4657533,13.084931506849315,13.252054794520548,,,108.95607324657534,109.09388060273972,63.81,59.38,62.16,0,0,0,0
2003-02-01,108.72467905479452,27.096026490066222,2192269060.821918,12.915068493150685,,2003,2,,0,345277.34822353144,2289.3172019961007,309290.65307684295,375292.331815692,432597.176301203,356951.7047326597,338593.7605275843,33616.5891058851,358960.16388398636,47335.2849238226,390213.2278306638,110111.90391059042,2.638630788576702,2,2003,1,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,26.652582781456957,25.78,2312829700.0,2006580620.5479453,13.0,13.167123287671233,,,108.88604,109.02384735616438,63.76,63.81,62.03,0,0,0,0
2003-03-01,108.5789336849315,27.49655629139073,2083375580.2739725,12.838356164383562,,2003,3,,0,371546.8514783824,3441.1421302754693,345277.34822353144,309290.65307684295,319542.9831976863,291468.625998995,343286.7777053555,33045.83449282889,344406.8592043744,30650.167301913265,389240.3647882364,110483.43850313735,-3.2705703192738045,3,2003,1,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,0,0,27.096026490066222,26.209139072847684,2192269060.821918,2157194921.9178085,12.915068493150685,13.084931506849315,,,108.72467905479452,108.95607324657534,63.15,63.76,59.38,0,0,0,0
2003-04-01,108.41757273972604,27.94,1962814941.0958903,12.753424657534246,,2003,4,,0,408089.3581119815,3576.6152574787925,371546.8514783824,345277.34822353144,385839.54222227575,391706.7853591501,342038.2842595856,31254.23509502141,353074.17058449046,29545.886039766196,395913.550244852,106383.46704939872,27.4740463763203,4,2003,2,0.8660254037844387,-0.4999999999999998,1,0,0,0,1,0,0,0,0,27.49655629139073,26.652582781456957,2083375580.2739725,2312829700.0,12.838356164383562,13.0,,,108.5789336849315,108.88604,62.58,63.15,63.81,0,0,0,0
2003-05-01,108.26141698630136,23.79,1846143354.7945209,12.67123287671233,,2003,5,,0,380379.8125171409,3217.084563249745,408089.3581119815,371546.8514783824,331198.2966902179,367652.8240555423,374971.1859379651,31545.708050779278,356782.4732327747,35313.98912133667,397278.76464092126,106429.68245329548,4.182356130954038,5,2003,2,0.49999999999999994,-0.8660254037844387,1,0,0,0,1,0,1,0,0,27.94,27.096026490066222,1962814941.0958903,2192269060.821918,12.753424657534246,12.915068493150685,,,108.41757273972604,108.72467905479452,59.66,62.58,63.76,0,0,0,0
2003-06-01,108.10005604109588,26.097213114754098,1725582715.6164384,12.586301369863014,,2003,6,,0,451592.06657461677,3986.881959115728,380379.8125171409,408089.3581119815,375292.331815692,407312.932993247,386672.0073691683,19066.52786452127,364979.3925372618,33866.020001601966,398339.3470127212,106170.71612434012,3.4616865773553473,6,2003,2,1.2246467991473532e-16,-1.0,0,1,0,1,0,0,0,0,0,23.79,27.49655629139073,1846143354.7945209,2083375580.2739725,12.67123287671233,12.838356164383562,,,108.26141698630136,108.5789336849315,62.18,59.66,63.15,0,0,0,0
2003-07-01,107.94390028767124,28.33,1608911129.3150685,12.504109589041096,,2003,7,,0,761186.7839657088,4222.675726963417,451592.06657461677,380379.8125171409,309290.65307684295,713704.8775244533,413353.7457345797,35896.81900624822,377696.0149970826,49314.623024760636,402029.2748111687,107274.65627808847,10.871035509718,7,2003,3,-0.4999999999999997,-0.8660254037844388,0,1,0,1,1,1,1,0,0,26.097213114754098,27.94,1725582715.6164384,1962814941.0958903,12.586301369863014,12.753424657534246,,,108.10005604109588,108.41757273972604,62.41,62.18,62.58,0,0,0,0
2003-08-01,107.78253934246575,29.63,1488350490.1369865,12.41917808219178,,2003,8,,0,534131.1875321661,4613.736982578868,761186.7839657088,451592.06657461677,345277.34822353144,432597.176301203,531052.8876858222,202457.41266920266,453012.03681189363,155248.5218693084,405986.10034793994,119943.5200837405,6.652876831380296,8,2003,3,-0.8660254037844385,-0.5000000000000004,0,1,0,1,1,1,3,0,0,28.33,23.79,1608911129.3150685,1846143354.7945209,12.504109589041096,12.67123287671233,,,107.94390028767124,108.26141698630136,61.29,62.41,59.66,0,0,0,0
2003-09-01,107.62117839726028,29.64,1367789850.9589045,12.334246575342464,,2003,9,,0,332689.52405322914,3070.1199192962467,534131.1875321661,761186.7839657088,371546.8514783824,319542.9831976863,582303.3460241639,160320.42882755498,484487.67669666605,148013.36139986632,414447.2679505202,125446.41950415629,23.47079842247245,9,2003,3,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,29.63,26.097213114754098,1488350490.1369865,1725582715.6164384,12.41917808219178,12.586301369863014,,,107.78253934246575,108.10005604109588,62.92,61.29,62.18,0,0,0,0
2003-10-01,107.4650226438356,27.98,1251118264.657534,12.252054794520548,,2003,10,,0,398024.7296978641,2925.581395148042,332689.52405322914,534131.1875321661,408089.3581119815,385839.54222227575,542669.1651837014,214376.1839265485,478011.45545914053,154644.86817240735,415542.81302181556,124596.78553610427,4.114169782100852,10,2003,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,1,0,29.64,28.33,1367789850.9589045,1608911129.3150685,12.334246575342464,12.504109589041096,,,107.62117839726028,107.94390028767124,64.37,62.92,62.41,0,0,0,0
2003-11-01,107.30366169863014,28.07655737704918,1130557625.479452,12.167123287671233,,2003,11,,0,323365.35492204496,2329.8810314015896,398024.7296978641,332689.52405322914,380379.8125171409,331198.2966902179,421615.14709441975,102771.91635363287,476334.01739012095,155606.60016209976,416558.2453114478,124382.1729186322,3.1580971212558264,11,2003,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,2,1,0,27.98,29.63,1251118264.657534,1488350490.1369865,12.252054794520548,12.41917808219178,,,107.4650226438356,107.78253934246575,68.11,64.37,61.29,0,0,0,0
2003-12-01,107.14750594520548,28.17,1013886039.1780822,12.084931506849315,,2003,12,,0,381415.34217443515,1812.4547250416892,323365.35492204496,398024.7296978641,451592.06657461677,375292.331815692,351359.8695577127,40680.977267288756,466831.6077909383,164144.75173173248,415905.50016410014,124890.37207791093,-2.3650308127941235,12,2003,4,-2.4492935982947064e-16,1.0,0,0,0,0,1,1,0,0,0,28.07655737704918,29.64,1130557625.479452,1367789850.9589045,12.167123287671233,12.334246575342464,,,107.30366169863014,107.62117839726028,63.86,68.11,62.92,0,0,0,0
2004-01-01,106.986145,29.931208791208796,893325400.0,12.0,,2004,1,,0,372695.85618337954,3114.4315790542214,381415.34217443515,323365.35492204496,761186.7839657088,309290.65307684295,367601.80893144803,39199.69178412503,455135.48705757473,167904.9713257407,416415.75102732866,124721.75311427658,1.6315308999572575,1,2004,1,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,2,0,0,28.17,27.98,1013886039.1780822,1251118264.657534,12.084931506849315,12.252054794520548,,,107.14750594520548,107.4650226438356,64.1,63.86,64.37,0,0,0,0
2004-02-01,106.73713580601093,31.692417582417583,959160955.4644808,11.915300546448089,,2004,2,,0,409057.0595178654,2973.139964467466,372695.85618337954,381415.34217443515,534131.1875321661,345277.34822353144,359158.8510932865,31303.164937551977,390386.99909385317,76072.45653649261,421699.51795287343,121060.2017698284,20.500200208372814,2,2004,1,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,29.931208791208796,28.07655737704918,893325400.0,1130557625.479452,12.0,12.167123287671233,,,106.986145,107.30366169863014,63.3,64.1,68.11,0,0,0,0
2004-03-01,106.50419172131149,33.34,1020749055.7377048,11.836065573770492,,2004,3,,0,406296.9016648306,3739.702626238616,409057.0595178654,372695.85618337954,332689.52405322914,371546.8514783824,387722.7526252267,18983.462458914983,369541.3110914698,34681.45445097019,427014.4938940679,118778.55372542562,18.472023033796933,3,2004,1,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,0,0,31.692417582417583,28.17,959160955.4644808,1013886039.1780822,11.915300546448089,12.084931506849315,,,106.73713580601093,107.14750594520548,58.72,63.3,63.86,0,0,0,0
2004-04-01,106.2551825273224,32.59,1086584611.202186,11.75136612021858,,2004,4,,0,453396.3784790907,4018.6523939949366,406296.9016648306,409057.0595178654,398024.7296978641,408089.3581119815,396016.60578869184,20243.45917719312,381809.20736006997,31949.73543400774,429910.3314096052,117722.21611981622,9.352804376669589,4,2004,2,0.8660254037844387,-0.4999999999999998,1,0,0,0,1,0,0,0,0,33.34,29.931208791208796,1020749055.7377048,893325400.0,11.836065573770492,12.0,,,106.50419172131149,106.986145,63.49,58.72,64.1,0,0,0,0
2004-05-01,106.01420588797814,35.76704918032787,1150296439.0710382,11.669398907103826,,2004,5,,0,415176.99668381654,3449.6343085306044,453396.3784790907,406296.9016648306,323365.35492204496,380379.8125171409,422916.7798872622,26432.15968441982,391037.8154902744,43484.950563445804,433685.9164401977,117685.28944650473,11.102230299932685,5,2004,2,0.49999999999999994,-0.8660254037844387,1,0,0,0,1,0,1,0,0,32.59,31.692417582417583,1086584611.202186,959160955.4644808,11.75136612021858,11.915300546448089,,,106.2551825273224,106.73713580601093,63.73,63.49,63.3,0,0,0,0
2004-06-01,105.76519669398908,39.05,1216131994.5355191,11.584699453551911,,2004,6,,0,492842.8666870548,4303.526344110864,415176.99668381654,453396.3784790907,381415.34217443515,451592.06657461677,424956.7589425792,25026.445840804157,406339.755783903,28470.850062349833,436585.6817874206,116676.80169808958,9.148010231249486,6,2004,2,1.2246467991473532e-16,-1.0,0,1,0,1,0,0,0,0,0,35.76704918032787,33.34,1150296439.0710382,1020749055.7377048,11.669398907103826,11.836065573770492,,,106.01420588797814,106.50419172131149,69.77,63.73,58.72,0,0,0,0
2004-07-01,105.5242200546448,35.58,1279843822.4043715,11.502732240437158,,2004,7,,0,850598.4492551566,4804.078473798137,492842.8666870548,415176.99668381654,372695.85618337954,761186.7839657088,453805.4139499873,38834.550639248024,424911.00986933964,42059.860790725535,440023.24846345716,117761.74463415235,9.134527190730033,7,2004,3,-0.4999999999999997,-0.8660254037844388,0,1,0,1,1,1,1,0,0,39.05,32.59,1216131994.5355191,1086584611.202186,11.584699453551911,11.75136612021858,,,105.76519669398908,106.2551825273224,63.17,69.77,63.49,0,0,0,0
2004-08-01,105.27521086065572,38.27,1345679377.8688524,11.418032786885243,,2004,8,,0,559931.4351970087,4550.82242535653,850598.4492551566,492842.8666870548,409057.0595178654,534131.1875321661,586206.1042086759,232240.13634646122,504561.44204796915,172779.2725691518,447474.2205709112,140552.76868550052,11.746350195890386,8,2004,3,-0.8660254037844385,-0.5000000000000004,0,1,0,1,1,1,3,0,0,35.58,35.76704918032787,1279843822.4043715,1150296439.0710382,11.502732240437158,11.669398907103826,,,105.5242200546448,106.01420588797814,64.43,63.17,63.73,0,0,0,0
2004-09-01,105.02620166666668,40.96,1411514933.3333333,11.333333333333334,,2004,9,,0,390070.531986368,3899.0564261216273,559931.4351970087,850598.4492551566,406296.9016648306,332689.52405322914,634457.5837130733,190165.38676672825,529707.1713278263,166981.60856836857,449624.2412096481,142186.69314107296,4.830320390772687,9,2004,3,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,38.27,39.05,1345679377.8688524,1216131994.5355191,11.418032786885243,11.584699453551911,,,105.27521086065572,105.76519669398908,63.63,64.43,69.77,0,0,0,0
2004-10-01,104.7852250273224,46.86,1475226761.2021856,11.25136612021858,,2004,10,,0,470707.64069927484,3781.2293718644637,390070.531986368,559931.4351970087,453396.3784790907,398024.7296978641,600200.1388128444,232889.8173260416,527002.7763814159,169492.5968156282,454405.991870743,138821.71277103163,17.247614903545358,10,2004,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,1,0,40.96,35.58,1411514933.3333333,1279843822.4043715,11.333333333333334,11.502732240437158,,,105.02620166666668,105.5242200546448,60.82,63.63,63.17,0,0,0,0
2004-11-01,104.53621583333332,46.84,1541062316.6666665,11.166666666666666,,2004,11,,0,410571.03972774604,3500.9098346944743,470707.64069927484,390070.531986368,415176.99668381654,323365.35492204496,473569.86929421715,84966.61623414756,529887.9867514466,168130.89884525375,460462.90112086054,137719.3491845126,18.260903300300836,11,2004,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,2,0,0,46.86,38.27,1475226761.2021856,1345679377.8688524,11.25136612021858,11.418032786885243,,,104.7852250273224,105.27521086065572,66.63,60.82,64.43,0,0,0,0
2004-12-01,104.29523919398906,41.19,1604774144.5355191,11.084699453551911,,2004,12,,0,472505.385702565,2621.8969670385204,410571.03972774604,470707.64069927484,492842.8666870548,381415.34217443515,423783.07080446294,41910.66868081867,529120.3272587681,168768.7071294588,467730.04152133554,132009.82581962107,26.96815953790848,12,2004,4,-2.4492935982947064e-16,1.0,0,0,0,0,1,1,0,0,0,46.84,40.96,1541062316.6666665,1411514933.3333333,11.166666666666666,11.333333333333334,,,104.53621583333332,105.02620166666668,65.69,66.63,63.63,0,0,0,0
2005-01-01,104.04623,43.155,1670609700.0,11.0,,2005,1,,0,394401.9663691912,3707.1243391794646,472505.385702565,410571.03972774604,850598.4492551566,372695.85618337954,451261.3553765286,35250.30939541313,525730.7470946865,169843.8367857326,475320.87848201307,129184.03439270587,23.882113133894617,1,2005,1,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,2,0,0,41.19,46.86,1604774144.5355191,1475226761.2021856,11.084699453551911,11.25136612021858,,,104.29523919398906,104.7852250273224,65.82,65.69,60.82,0,0,0,0
2005-02-01,104.08759928767122,45.12,1737720665.7534246,10.915068493150685,,2005,2,,0,426736.0192989718,3427.494225908622,394401.9663691912,472505.385702565,559931.4351970087,409057.0595178654,425826.130599834,41225.8944842671,449697.9999470257,65202.75665551818,477129.7209974974,127760.56240359493,5.824081439513368,2,2005,1,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,43.155,46.84,1670609700.0,1541062316.6666665,11.0,11.166666666666666,,,104.04623,104.53621583333332,61.6,65.82,66.63,0,0,0,0
2005-03-01,104.1249650958904,50.47,1798337021.9178083,10.838356164383562,,2005,3,,0,390725.85426879075,3536.452496105752,426736.0192989718,394401.9663691912,390070.531986368,406296.9016648306,431214.45712357596,39243.83176886287,427498.7639640195,36540.39741515652,478602.9676459229,127003.92507328477,4.321881109188941,3,2005,1,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,0,0,45.12,41.19,1737720665.7534246,1604774144.5355191,10.915068493150685,11.084699453551911,,,104.08759928767122,104.29523919398906,67.41,61.6,65.69,0,0,0,0
2005-04-01,104.16633438356163,54.14,1865447987.671233,10.753424657534246,,2005,4,,0,485572.8410456739,4914.246303516076,390725.85426879075,426736.0192989718,470707.64069927484,453396.3784790907,403954.6133123178,19814.711557078223,427607.9843444233,36406.883910105425,477305.3803629196,127886.30671917395,-3.8324307500835966,4,2005,2,0.8660254037844387,-0.4999999999999998,1,0,0,0,1,0,0,0,0,50.47,43.155,1798337021.9178083,1670609700.0,10.838356164383562,11.0,,,104.1249650958904,104.04623,60.43,67.41,65.82,0,0,0,0
2005-05-01,104.20636917808218,52.33016393442623,1930394083.561644,10.67123287671233,,2005,5,,0,473846.64251145173,4903.285856245038,485572.8410456739,390725.85426879075,410571.03972774604,415176.99668381654,434344.90487114544,47879.10901323618,430085.5177354898,40231.383730830305,479986.75224346825,127676.5855170062,7.096762147619816,5,2005,2,0.49999999999999994,-0.8660254037844387,1,0,0,0,1,0,1,0,0,54.14,45.12,1865447987.671233,1737720665.7534246,10.753424657534246,10.915068493150685,,,104.16633438356163,104.08759928767122,65.44,60.43,61.6,0,0,0,0
2005-06-01,104.24773846575344,50.46,1997505049.3150685,10.586301369863014,,2005,6,,0,596812.2700878666,6830.873558662219,473846.64251145173,485572.8410456739,472505.385702565,492842.8666870548,450048.4459419721,51708.348891965434,440631.4515327741,42331.411637905345,484875.88939577114,126082.57322044818,14.131237110016437,6,2005,2,1.2246467991473532e-16,-1.0,0,1,0,1,0,0,0,0,0,52.33016393442623,50.47,1930394083.561644,1798337021.9178083,10.67123287671233,10.838356164383562,,,104.20636917808218,104.1249650958904,69.48,65.44,67.41,0,0,0,0
2005-07-01,104.28777326027397,56.41,2062451145.2054796,10.504109589041096,,2005,7,,0,908455.1626472465,5838.963227983733,596812.2700878666,473846.64251145173,394401.9663691912,850598.4492551566,518743.91788166406,67862.92540967952,461349.26559699094,77150.34095034275,493540.0063458388,130185.33833583667,21.09585233518866,7,2005,3,-0.4999999999999997,-0.8660254037844388,0,1,0,1,1,1,1,0,0,50.46,54.14,1997505049.3150685,1865447987.671233,10.586301369863014,10.753424657534246,,,104.24773846575344,104.16633438356163,61.56,69.48,60.43,0,0,0,0
2005-08-01,104.3291425479452,60.56,2129562110.958904,10.41917808219178,,2005,8,,0,626565.1750938102,6152.949472906575,908455.1626472465,596812.2700878666,426736.0192989718,559931.4351970087,659704.6917488548,224026.1903672069,547024.7983100001,190336.98348615284,498361.3991285129,144855.83768611157,6.801883243821255,8,2005,3,-0.8660254037844385,-0.5000000000000004,0,1,0,1,1,1,3,0,0,56.41,52.33016393442623,2062451145.2054796,1930394083.561644,10.504109589041096,10.67123287671233,,,104.28777326027397,104.20636917808218,62.65,61.56,65.44,0,0,0,0
2005-09-01,104.37051183561644,66.79,2196673076.712329,10.334246575342464,,2005,9,,0,416096.8798528287,4725.153657531684,626565.1750938102,908455.1626472465,390725.85426879075,390070.531986368,710610.8692763079,171982.79609791705,580329.6576091399,182396.7300575169,503914.2107865797,148657.83930396577,11.900339168019176,9,2005,3,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,60.56,50.46,2129562110.958904,1997505049.3150685,10.41917808219178,10.586301369863014,,,104.3291425479452,104.24773846575344,64.35,62.65,69.48,0,0,0,0
2005-10-01,104.410546630137,61.822786885245904,2261619172.60274,10.252054794520548,,2005,10,,0,461848.45673916553,3779.9217964338245,416096.8798528287,626565.1750938102,485572.8410456739,470707.64069927484,650372.4058646285,247041.00436323968,584558.1618731463,177346.1909582144,506083.0731087847,147026.8181770841,6.672215851304101,10,2005,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,1,0,66.79,56.41,2196673076.712329,2062451145.2054796,10.334246575342464,10.504109589041096,,,104.37051183561644,104.28777326027397,62.87,64.35,61.56,0,0,0,0
2005-11-01,104.45191591780822,56.69,2328730138.3561645,10.167123287671233,,2005,11,,0,420956.27393378597,3903.834991621621,461848.45673916553,416096.8798528287,473846.64251145173,410571.03972774604,501503.5038952681,110696.0609015776,580604.0978220615,180235.47236688322,505344.80777877563,147242.68079815112,-1.882099034328031,11,2005,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,2,0,0,61.822786885245904,60.56,2261619172.60274,2129562110.958904,10.252054794520548,10.41917808219178,,,104.410546630137,104.3291425479452,60.28,62.87,62.65,0,0,0,0
2005-12-01,104.49195071232876,53.65,2393676234.246576,10.084931506849315,,2005,12,,0,514800.26183971734,3326.342562778134,420956.27393378597,461848.45673916553,596812.2700878666,472505.385702565,432967.2035085934,25129.634275787685,571789.0363924506,187642.30282981807,506210.2439626123,146664.38103598222,2.529460970487953,12,2005,4,-2.4492935982947064e-16,1.0,0,0,0,0,1,1,0,0,0,56.69,66.79,2328730138.3561645,2196673076.712329,10.167123287671233,10.334246575342464,,,104.45191591780822,104.37051183561644,64.36,60.28,64.35,0,0,0,0
2006-01-01,104.53332,59.645,2460787200.0,10.0,,2006,1,,0,451028.78946691647,4979.80467415154,514800.26183971734,420956.27393378597,908455.1626472465,394401.9663691912,465868.3308375562,47050.96234241483,558120.3683510924,188440.29948006538,509734.8169740417,146288.490465428,8.951194508452925,1,2006,1,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,2,0,0,53.65,61.822786885245904,2393676234.246576,2261619172.60274,10.084931506849315,10.252054794520548,,,104.49195071232876,104.410546630137,61.57,64.36,62.87,0,0,0,0
2006-02-01,104.45491293150684,65.64,2491788414.520548,9.906575342465754,,2006,2,,0,456626.2042982168,3960.2617487362636,451028.78946691647,514800.26183971734,626565.1750938102,426736.0192989718,462261.7750801399,47919.81313467654,481882.6394877041,79258.71901636547,514453.7188988521,143108.68777442764,14.357642183943407,2,2006,1,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,59.645,56.69,2460787200.0,2328730138.3561645,10.0,10.167123287671233,,,104.53332,104.45191591780822,65.44,61.57,60.28,0,0,0,0
2006-03-01,104.3840936438356,61.12,2519789511.5068493,9.822191780821916,,2006,3,,0,512796.29464315885,6545.69826440192,456626.2042982168,451028.78946691647,416096.8798528287,390725.85426879075,474151.75186828343,35313.71950632978,453559.47768843843,35500.324347251604,516944.5676487892,141696.2937776541,7.00437358166944,3,2006,1,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,0,0,65.64,53.65,2491788414.520548,2393676234.246576,9.906575342465754,10.084931506849315,,,104.45491293150684,104.49195071232876,61.99,65.44,64.36,0,0,0,0
2006-04-01,104.30568657534246,67.34540983606557,2550790726.027397,9.728767123287671,,2006,4,,0,505480.042927336,5313.384929198443,512796.29464315885,456626.2042982168,461848.45673916553,485572.8410456739,473483.762802764,34160.49081870696,469676.0468201602,37009.340947034645,527117.1043466531,136081.69835558682,31.241966468487796,4,2006,2,0.8660254037844387,-0.4999999999999998,1,0,0,0,1,0,0,0,0,61.12,59.645,2519789511.5068493,2460787200.0,9.822191780821916,10.0,,,104.3840936438356,104.53332,68.19,61.99,61.57,0,0,0,0
2006-05-01,104.22980876712327,73.37,2580791901.369863,9.63835616438356,,2006,5,,0,541833.2224631674,6589.483794358962,505480.042927336,512796.29464315885,420956.27393378597,473846.64251145173,491634.18062290386,30537.69293110917,476947.9778515219,39374.6763082226,528776.0378367917,135649.85902566006,4.099735446239593,5,2006,2,0.49999999999999994,-0.8660254037844387,1,0,0,0,1,0,1,0,0,67.34540983606557,65.64,2550790726.027397,2491788414.520548,9.728767123287671,9.906575342465754,,,104.30568657534246,104.45491293150684,62.39,68.19,65.44,0,0,0,0
2006-06-01,104.15140169863014,68.77,2611793115.890411,9.544931506849316,,2006,6,,0,657719.9265668779,8483.532905884527,541833.2224631674,505480.042927336,514800.26183971734,596812.2700878666,520036.52001122065,19227.69001014816,497094.1359397522,35753.723213932055,534441.5861661014,134562.5225197278,14.34780240108435,6,2006,2,1.2246467991473532e-16,-1.0,0,1,0,1,0,0,0,0,0,73.37,61.12,2580791901.369863,2519789511.5068493,9.63835616438356,9.822191780821916,,,104.22980876712327,104.3840936438356,63.58,62.39,61.99,0,0,0,0
2006-07-01,104.07552389041096,72.51754098360655,2641794291.232877,9.454520547945206,,2006,7,,0,973667.2615560181,6767.966902271997,657719.9265668779,541833.2224631674,451028.78946691647,908455.1626472465,568344.397319127,79507.08985258978,520914.08006094553,75464.48556887585,539517.224206019,138227.77609193677,10.205496691621985,7,2006,3,-0.4999999999999997,-0.8660254037844388,0,1,0,1,1,1,1,0,0,68.77,67.34540983606557,2611793115.890411,2550790726.027397,9.544931506849316,9.728767123287671,,,104.15140169863014,104.30568657534246,66.45,63.58,68.19,0,0,0,0
2006-08-01,103.9971168219178,76.39,2672795505.7534246,9.36109589041096,,2006,8,,0,669863.8126357663,7110.559523607291,973667.2615560181,657719.9265668779,456626.2042982168,626565.1750938102,724406.8035286878,223507.30189190953,608020.4920757958,191337.80093790567,544951.5657817499,154388.16682338848,7.17835085209302,8,2006,3,-0.8660254037844385,-0.5000000000000004,0,1,0,1,1,1,3,0,0,72.51754098360655,73.37,2641794291.232877,2580791901.369863,9.454520547945206,9.63835616438356,,,104.07552389041096,104.22980876712327,61.37,66.45,62.39,0,0,0,0
