Date,REER,Oil_price,FDI,Poverty_rate,GDP_Construction,Year,Month,Nights,is_covid,Arrivals,Total_Receipts_MDH,lags_1,lags_2,lags_6,lags_12,roll_mean_3,roll_std_3,roll_mean_6,roll_std_6,roll_mean_12,roll_std_12,growth_yoy,month,year,quarter,month_sin,month_cos,saison_1,saison_2,saison_3,is_summer,is_high_season,is_vacances,jours_feries_count,is_ramadan,is_special_event,Oil_price_lag1,Oil_price_lag3,FDI_lag1,FDI_lag3,Poverty_rate_lag1,Poverty_rate_lag3,GDP_Construction_lag1,GDP_Construction_lag3,REER_lag1,REER_lag3,TSI,TSI_lag1,TSI_lag3,cdm_event,anomaly_zscore,anomaly_iforest,anomaly_prophet
1995-11-01,109.66055547945206,16.53,353612552.0547945,15.916438356164385,,1995,11,,0,187471.88663236666,1300.778247520322,187471.88663236666,187471.88663236666,187471.88663236666,,187471.88663236666,0.0,187471.88663236666,0.0,,,0.0,11,1995,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,2,0,0,16.38770491803279,16.1,351690934.24657536,347909686.30136985,15.873972602739729,15.79041095890411,,,109.63150465753424,109.57434013698632,59.16,61.64,62.14,0,0,0,0
1995-12-01,109.6886691780822,17.18,355472182.1917808,15.957534246575342,,1995,12,,0,187471.88663236666,1300.778247520322,187471.88663236666,187471.88663236666,187471.88663236666,,187471.88663236666,0.0,187471.88663236666,0.0,,,0.0,12,1995,4,-2.4492935982947064e-16,1.0,0,0,0,0,1,1,0,0,0,16.53,16.25,353612552.0547945,349831304.10958904,15.916438356164385,15.832876712328767,,,109.66055547945206,109.60339095890411,59.19,59.16,59.08,0,0,0,0
1996-01-01,109.71772,16.98,357393800.0,16.0,,1996,1,,0,187471.88663236666,1300.778247520322,187471.88663236666,187471.88663236666,187471.88663236666,187471.88663236666,187471.88663236666,0.0,187471.88663236666,0.0,187471.88663236666,0.0,0.0,1,1996,1,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,2,1,0,17.18,16.38770491803279,355472182.1917808,351690934.24657536,15.957534246575342,15.873972602739729,,,109.6886691780822,109.63150465753424,60.99,59.19,61.64,0,0,0,0
1996-02-01,109.68616267759565,16.78,418542358.7431694,16.0,,1996,2,,0,199932.0376184227,1164.835302502192,187471.88663236666,187471.88663236666,187471.88663236666,187471.88663236666,187471.88663236666,0.0,187471.88663236666,0.0,187471.88663236666,0.0,0.0,2,1996,1,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,16.98,16.53,357393800.0,353612552.0547945,16.0,15.916438356164385,,,109.71772,109.66055547945206,55.63,60.99,59.16,0,0,0,0
1996-03-01,109.6566413114754,18.55,475745849.1803279,16.0,,1996,3,,0,208722.37671238376,1636.3109997761953,199932.0376184227,187471.88663236666,187471.88663236666,187471.88663236666,191625.27029438535,7193.871525942835,189548.578463376,5086.835338978997,188510.23254787133,3596.9357629714195,6.646410408452584,3,1996,1,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,0,0,16.78,17.18,418542358.7431694,355472182.1917808,16.0,15.957534246575342,,,109.68616267759565,109.6886691780822,56.14,55.63,59.19,0,0,0,0
1996-04-01,109.62508398907104,20.8,536894407.9234973,16.0,,1996,4,,0,245308.98510621404,1965.622310001165,208722.37671238376,199932.0376184227,187471.88663236666,187471.88663236666,198708.76698772438,10677.927019659432,193090.32681004552,9137.149129299381,190281.1067212061,6823.342830086031,11.335294300253896,4,1996,2,0.8660254037844387,-0.4999999999999998,1,0,0,0,1,0,0,0,0,18.55,16.98,475745849.1803279,357393800.0,16.0,16.0,,,109.6566413114754,109.71772,59.07,56.14,60.99,0,0,0,0
1996-05-01,109.59454464480876,18.95,596070432.5136611,16.0,,1996,5,,0,219535.22401003563,1624.8193001698553,245308.98510621404,208722.37671238376,187471.88663236666,187471.88663236666,217987.79981234018,24065.595561783775,202729.8432223534,22605.916107506975,195100.86492736006,17198.184188517687,30.851078267146388,5,1996,2,0.49999999999999994,-0.8660254037844387,1,0,0,0,1,0,1,0,0,20.8,16.78,536894407.9234973,418542358.7431694,16.0,16.0,,,109.62508398907104,109.68616267759565,57.98,59.07,55.63,0,0,0,0
1996-06-01,109.56298732240435,19.36672131147541,657218991.2568307,16.0,,1996,6,,0,247820.08527055944,1797.6253508624507,219535.22401003563,245308.98510621404,187471.88663236666,187471.88663236666,224522.19527621116,18796.206804781585,208073.73278529826,22060.869726507117,197772.80970883244,18356.861635556874,17.103010992013616,6,1996,2,1.2246467991473532e-16,-1.0,0,1,0,1,0,0,0,0,0,18.95,18.55,596070432.5136611,475745849.1803279,16.0,16.0,,,109.59454464480876,109.6566413114754,61.33,57.98,56.14,0,0,0,0
1996-07-01,109.53244797814207,19.77,716395015.8469946,16.0,,1996,7,,0,463828.33054016664,2390.8947211208297,247820.08527055944,219535.22401003563,187471.88663236666,187471.88663236666,237554.76479560303,15655.80702489936,218131.76589166373,24420.328239443053,202801.82626201515,22966.075267653374,32.19053252317022,7,1996,3,-0.4999999999999997,-0.8660254037844388,0,1,0,1,1,1,1,0,0,19.36672131147541,20.8,657218991.2568307,536894407.9234973,16.0,16.0,,,109.56298732240435,109.62508398907104,58.31,61.33,59.07,0,0,0,1
1996-08-01,109.5008906557377,18.84,777543574.590164,16.0,,1996,8,,0,300998.44018982456,2208.9303458188883,463828.33054016664,247820.08527055944,199932.0376184227,187471.88663236666,310394.5466069206,133628.03928512643,264191.17320963036,99679.20728577035,225831.5299209985,78240.46187838362,147.41220610306036,8,1996,3,-0.8660254037844385,-0.5000000000000004,0,1,0,1,1,1,3,0,0,19.77,18.95,716395015.8469946,596070432.5136611,16.0,16.0,,,109.53244797814207,109.59454464480876,57.08,58.31,57.98,0,0,0,0
1996-09-01,109.46933333333334,21.045573770491803,838692133.3333334,16.0,,1996,9,,0,191438.35611666812,1540.519388125025,300998.44018982456,463828.33054016664,208722.37671238376,187471.88663236666,337548.9520001835,112547.08099863399,281035.5736381973,95081.91969710383,235292.07605078668,80023.77350945341,60.55657496000136,9,1996,3,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,18.84,19.36672131147541,777543574.590164,657218991.2568307,16.0,16.0,,,109.5008906557377,109.56298732240435,64.3,57.08,61.33,0,0,0,0
1996-10-01,109.43879398907104,23.18,897868157.9234973,16.0,,1996,10,,0,236071.92929593445,1568.9205131760268,191438.35611666812,300998.44018982456,245308.98510621404,187471.88663236666,318755.0422822198,137060.37804562366,278154.9035389114,97930.10838662,235622.61517447847,79816.21773931908,2.115767625510552,10,1996,4,-0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,0,0,21.045573770491803,19.77,838692133.3333334,716395015.8469946,16.0,16.0,,,109.46933333333334,109.53244797814207,60.11,64.3,58.31,0,0,0,0
1996-11-01,109.40723666666666,22.3,959016716.6666667,16.0,,1996,11,,0,183287.88826423904,1128.7749823368779,236071.92929593445,191438.35611666812,219535.22401003563,187471.88663236666,242836.24186747568,55092.37650486143,276615.3942371981,98619.90922038308,239672.61872977577,78370.79328120724,25.923909732061706,11,1996,4,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,2,0,0,23.18,18.84,897868157.9234973,777543574.590164,16.0,16.0,,,109.43879398907104,109.5008906557377,60.87,60.11,57.08,0,0,0,0
1996-12-01,109.37669732240435,21.47549668874172,1018192741.2568308,16.0,,1996,12,,0,228206.6960801577,999.2688564699773,183287.88826423904,236071.92929593445,247820.08527055944,187471.88663236666,203599.39122561386,28415.78484046649,270574.1716128987,103790.49261505198,239323.95219909845,78633.01192753429,-2.2318004279396106,12,1996,4,-2.4492935982947064e-16,1.0,0,0,0,0,1,1,0,0,0,22.3,21.045573770491803,959016716.6666667,838692133.3333334,16.0,16.0,,,109.40723666666666,109.46933333333334,57.17,60.87,64.3,0,0,0,0
1997-01-01,109.34514,20.623509933774837,1079341300.0,16.0,,1997,1,,0,207722.5387667392,1124.7666075284594,228206.6960801577,183287.88826423904,463828.33054016664,187471.88663236666,215855.50454677703,28477.231187908987,267305.2734144984,104952.82002074031,242718.51965308105,77054.48829735244,21.728489630913153,1,1997,1,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,2,1,0,21.47549668874172,23.18,1018192741.2568308,897868157.9234973,16.0,16.0,,,109.37669732240435,109.43879398907104,59.41,57.17,60.11,0,0,0,0
1997-02-01,109.59260493150686,19.771523178807943,1013890605.9178082,16.01698630136986,,1997,2,,0,204866.79125520794,831.987702301698,207722.5387667392,228206.6960801577,300998.44018982456,199932.0376184227,206405.70770371193,22488.338243126695,224620.9747855938,42597.10398833981,244406.0739976121,75948.36162965528,10.801967429966803,2,1997,1,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,20.623509933774837,22.3,1079341300.0,959016716.6666667,16.0,16.0,,,109.34514,109.40723666666666,61.08,59.41,60.87,0,0,0,0
1997-03-01,109.8161216438356,19.00198675496689,954773849.9726028,16.03232876712329,,1997,3,,0,208065.27375696148,1103.3256121769205,204866.79125520794,207722.5387667392,191438.35611666812,208722.37671238376,213598.67536736827,12731.242096565746,208599.03329649105,20440.456119487688,244817.30346734417,75698.61030808164,2.468215547426861,3,1997,1,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,0,0,19.771523178807943,21.47549668874172,1013890605.9178082,1018192741.2568308,16.01698630136986,16.0,,,109.59260493150686,109.37669732240435,57.95,61.08,57.17,0,0,0,0
1997-04-01,110.06358657534248,18.15,889323155.8904109,16.04931506849315,,1997,4,,0,249297.7160497052,1406.3488141076612,208065.27375696148,204866.79125520794,236071.92929593445,245308.98510621404,206884.86792630283,1756.087100970404,211370.18623653997,18701.772954116397,244762.54488772564,75727.3263976421,-0.3148215183117403,4,1997,2,0.8660254037844387,-0.4999999999999998,1,0,0,0,1,0,0,0,0,19.00198675496689,20.623509933774837,954773849.9726028,1079341300.0,16.03232876712329,16.0,,,109.8161216438356,109.34514,61.8,57.95,59.41,0,0,0,0
