Date,Arrivals,lags_1,lags_2,lags_12,roll_mean_3,roll_mean_6,roll_mean_12,roll_std_3,roll_std_6,roll_std_12,growth_yoy,month_sin,month_cos,quarter,year,saison_1,saison_2,saison_3,Oil_price_lag1,FDI_lag1,Poverty_rate_lag1,REER_lag1,is_covid,cdm_event
2004-06-01,573200.0,515880.0,515880.0,502100.0,496773.3333333333,404868.3333333333,440931.6666666667,33093.71742994899,108276.9169152257,114238.56002668152,14.160525791674965,1.2246467991473532e-16,-1.0,2,2004,False,True,False,35.76704918032787,1150296439.0710382,11.669398907103826,106.01420588797814,0,0
2004-07-01,687840.0,573200.0,515880.0,602520.0,534986.6666666666,458560.0,446856.6666666667,33093.717429949014,95914.7054418666,119425.52417403259,14.160525791674965,-0.4999999999999997,-0.8660254037844388,3,2004,False,True,False,39.05,1216131994.5355191,11.584699453551911,105.76519669398908,0,0
2004-08-01,687840.0,687840.0,573200.0,602520.0,592306.6666666666,515880.0,453966.6666666667,87557.74627828947,114640.00000000022,131468.0336074366,14.160525791674965,-0.8660254037844384,-0.5000000000000004,3,2004,False,True,False,35.58,1279843822.4043715,11.502732240437158,105.5242200546448,0,0
2004-09-01,515880.0,687840.0,687840.0,451890.0,649626.6666666666,573200.0,461076.6666666667,66187.43485989858,95914.70544186675,142108.8892577119,14.160525791674965,-1.0,-1.8369701987210297e-16,3,2004,False,False,True,38.27,1345679377.8688524,11.418032786885243,105.27521086065572,0,0
2004-10-01,458560.0,515880.0,687840.0,401680.0,630520.0,582753.3333333334,466409.1666666667,99281.15228984799,84372.7554763191,142931.03368461147,14.160525791674965,-0.8660254037844386,0.5000000000000001,4,2004,False,False,True,40.96,1411514933.3333333,11.333333333333334,105.02620166666668,0,0
2004-11-01,343920.0,458560.0,515880.0,301260.0,554093.3333333334,573200.0,471149.1666666667,119321.09508939869,95914.70544186675,141525.5253211387,14.160525791674965,-0.5000000000000004,0.8660254037844384,4,2004,False,False,True,46.86,1475226761.2021856,11.25136612021858,104.7852250273224,0,0
2004-12-01,286600.0,343920.0,458560.0,251050.0,439453.3333333333,544540.0,474704.1666666667,87557.7462782896,134427.3156765397,137344.1242386394,14.160525791674965,-2.4492935982947064e-16,1.0,4,2004,False,False,False,46.84,1541062316.6666665,11.166666666666666,104.53621583333332,0,0
2005-01-01,364620.0,286600.0,343920.0,343920.0,363026.6666666667,496773.3333333333,477666.6666666667,87557.74627828965,168745.51095263753,132374.8697197975,6.01884159106769,0.49999999999999994,0.8660254037844387,1,2005,False,False,False,41.19,1604774144.5355191,11.084699453551911,104.29523919398906,0,0
2005-02-01,364620.0,364620.0,286600.0,343920.0,331713.3333333333,442903.3333333333,479391.6666666667,40416.97828058583,145548.21079857595,130596.47703958765,6.01884159106769,0.8660254037844386,0.5000000000000001,1,2005,False,False,False,43.155,1670609700.0,11.0,104.04623,0,0
2005-03-01,486160.0,364620.0,364620.0,458560.0,338613.3333333333,389033.3333333333,481116.6666666667,45044.86800217475,83239.24138690048,128768.3238387549,6.01884159106769,1.0,6.123233995736766e-17,1,2005,True,False,False,45.12,1737720665.7534246,10.915068493150685,104.08759928767122,0,0
2005-04-01,546930.0,486160.0,364620.0,515880.0,405133.3333333333,384080.0,483416.6666666667,70171.15171730724,74619.2414863621,128575.14444750588,6.01884159106769,0.8660254037844387,-0.4999999999999998,2,2005,True,False,False,50.47,1798337021.9178083,10.838356164383562,104.1249650958904,0,0
2005-05-01,546930.0,546930.0,486160.0,515880.0,465903.3333333333,398808.3333333333,486004.1666666667,92827.7083274889,97479.70587084621,129596.21876206218,6.01884159106769,0.49999999999999994,-0.8660254037844387,2,2005,True,False,False,54.14,1865447987.671233,10.753424657534246,104.16633438356163,0,0
2005-06-01,607700.0,546930.0,546930.0,573200.0,526673.3333333334,432643.3333333333,488591.6666666667,35085.57585865382,109151.19874131799,130553.37778669377,6.01884159106769,1.2246467991473532e-16,-1.0,2,2005,False,True,False,52.33016393442623,1930394083.561644,10.67123287671233,104.20636917808218,0,0
2005-07-01,729240.0,607700.0,546930.0,687840.0,567186.6666666666,486160.0,491466.6666666667,35085.57585865382,101687.65962495175,132943.96169632973,6.01884159106769,-0.4999999999999997,-0.8660254037844388,3,2005,False,True,False,50.46,1997505049.3150685,10.586301369863014,104.24773846575344,0,0
2005-08-01,729240.0,729240.0,607700.0,687840.0,627956.6666666666,546930.0,494916.6666666667,92827.70832748892,121540.00000000023,138906.74061354555,6.01884159106769,-0.8660254037844384,-0.5000000000000004,3,2005,False,True,False,56.41,2062451145.20548,10.504109589041096,104.28777326027397,0,0
2005-09-01,546930.0,729240.0,729240.0,515880.0,688726.6666666666,607700.0,498366.6666666667,70171.1517173073,101687.65962495189,144534.07602822722,6.01884159106769,-1.0,-1.8369701987210297e-16,3,2005,False,False,True,60.56,2129562110.958904,10.41917808219178,104.3291425479452,0,0
2005-10-01,486160.0,546930.0,729240.0,458560.0,668470.0,617828.3333333334,500954.1666666667,105256.7275759608,89451.01797445763,145152.71866419207,6.01884159106769,-0.8660254037844386,0.5000000000000001,4,2005,False,False,True,66.79,2196673076.712329,10.334246575342464,104.37051183561644,0,0
2005-11-01,364620.0,486160.0,546930.0,343920.0,587443.3333333334,607700.0,503254.1666666667,126502.842787557,101687.65962495189,144637.65104302013,6.01884159106769,-0.5000000000000004,0.8660254037844384,4,2005,False,False,True,61.822786885245904,2261619172.60274,10.252054794520548,104.410546630137,0,0
2005-12-01,303850.0,364620.0,486160.0,286600.0,465903.3333333333,577315.0,504979.1666666667,92827.70832748903,142518.28286223515,142674.741056734,6.01884159106769,-2.4492935982947064e-16,1.0,4,2005,False,False,False,56.69,2328730138.3561645,10.167123287671233,104.45191591780822,0,0
2006-01-01,406620.0,303850.0,364620.0,364620.0,384876.6666666667,526673.3333333334,506416.6666666667,92827.70832748908,178902.0359489146,140342.30343461435,11.518841533651472,0.49999999999999994,0.8660254037844387,1,2006,False,False,False,53.65,2393676234.246576,10.084931506849315,104.49195071232876,0,0
2006-02-01,406620.0,406620.0,303850.0,364620.0,358363.3333333333,472903.3333333333,509916.6666666667,51669.89097466132,152356.13760747123,136967.70139066532,11.518841533651472,0.8660254037844386,0.5000000000000001,1,2006,False,False,False,59.645,2460787200.0,10.0,104.53332,0,0
2006-03-01,542160.0,406620.0,406620.0,486160.0,372363.3333333333,419133.3333333333,513416.6666666667,59334.2871646183,86486.62270355283,133407.69483963164,11.518841533651472,1.0,6.123233995736766e-17,1,2006,True,False,False,65.64,2491788414.520548,9.906575342465754,104.45491293150684,0,0
2006-04-01,609930.0,542160.0,406620.0,546930.0,451800.0,418338.3333333333,518083.3333333333,78254.05548596224,85087.55500463449,133347.00578383898,11.518841533651472,0.8660254037844387,-0.4999999999999998,2,2006,True,False,False,61.12,2519789511.5068493,9.822191780821916,104.3840936438356,0,0
2006-05-01,609930.0,609930.0,542160.0,546930.0,519570.0,438966.6666666667,523333.3333333333,103520.38494905269,114676.83247573028,135803.53237696228,11.518841533651472,0.49999999999999994,-0.8660254037844387,2,2006,True,False,False,67.34540983606557,2550790726.027397,9.728767123287671,104.30568657534246,0,0
2006-06-01,677700.0,609930.0,609930.0,607700.0,587340.0,479851.6666666667,528583.3333333334,39127.02774298164,126036.0382456808,137998.6902001962,11.518841533651472,1.2246467991473532e-16,-1.0,2,2006,False,True,False,73.37,2580791901.369863,9.63835616438356,104.22980876712327,0,0
2006-07-01,813240.0,677700.0,609930.0,729240.0,632520.0,542160.0,534416.6666666666,39127.02774298164,113400.89999642888,143034.6504321329,11.518841533651472,-0.4999999999999997,-0.8660254037844388,3,2006,False,True,False,68.77,2611793115.890411,9.544931506849316,104.15140169863014,0,0
2006-08-01,813240.0,813240.0,677700.0,729240.0,700290.0,609930.0,541416.6666666666,103520.38494905269,135540.0000000003,154991.5960967113,11.518841533651472,-0.8660254037844384,-0.5000000000000004,3,2006,False,True,False,72.51754098360655,2641794291.232877,9.454520547945206,104.07552389041096,0,0
2006-09-01,609930.0,813240.0,813240.0,546930.0,768060.0,677700.0,548416.6666666666,78254.05548596224,113400.89999642903,165767.8177634629,11.518841533651472,-1.0,-1.8369701987210297e-16,3,2006,False,False,True,76.39,2672795505.7534246,9.36109589041096,103.9971168219178,0,0
2006-10-01,542160.0,609930.0,813240.0,486160.0,745470.0,688995.0,553666.6666666666,117381.08322894305,99754.73898517352,166711.39827603736,11.518841533651472,-0.8660254037844386,0.5000000000000001,4,2006,False,False,True,70.49,2703796720.2739725,9.267671232876712,103.91870975342466,0,0
2006-11-01,406620.0,542160.0,609930.0,364620.0,655110.0,677700.0,558333.3333333334,141074.50478382,113400.89999642903,165428.78541059376,11.518841533651472,-0.5000000000000004,0.8660254037844384,4,2006,False,False,True,63.545737704918025,2733797895.6164384,9.177260273972603,103.84283194520548,0,0
2006-12-01,338850.0,406620.0,542160.0,303850.0,519570.0,643815.0,561833.3333333334,103520.38494905268,158934.73802161717,161351.84407957297,11.518841533651472,-2.4492935982947064e-16,1.0,4,2006,False,False,False,56.37,2764799110.1369863,9.083835616438355,103.76442487671233,0,0
2007-01-01,462060.0,338850.0,406620.0,406620.0,429210.0,587340.0,564750.0,103520.38494905268,199509.47797034626,156508.11097192386,13.63435148295706,0.49999999999999994,0.8660254037844387,1,2007,False,False,False,64.74,2794800285.479452,8.993424657534247,103.68854706849316,0,0
2007-02-01,462060.0,462060.0,338850.0,406620.0,402510.0,528810.0,569370.0,61707.73938494307,169192.11683763535,152174.14760727275,13.63435148295706,0.8660254037844386,0.5000000000000001,1,2007,False,False,False,60.74,2825801500.0,8.9,103.61014,0,0
2007-03-01,616080.0,462060.0,462060.0,542160.0,420990.0,470280.0,573990.0,71135.32666685416,96052.52125790369,147555.35910294834,13.63435148295706,1.0,6.123233995736766e-17,1,2007,True,False,False,56.74,2795267510.684932,8.866027397260273,103.58799750684932,0,0
2007-04-01,693090.0,616080.0,462060.0,609930.0,513400.0,471305.0,580150.0,88923.48846058646,97856.678821632,147648.6911557296,13.63435148295706,0.8660254037844387,-0.4999999999999998,2,2007,True,False,False,61.18,2767688423.561644,8.835342465753424,103.56799783561644,0,0
