Date,InterTourismeReceipts,REER,Oil_price,FDI,Poverty_rate,GDP_Construction
1997-10-01,1862164383.5616438,111.52442794520549,19.87,502952929.53424656,16.14958904109589,
1997-11-01,1886369863.0136986,111.77189287671233,18.92475409836066,437502235.45205474,16.16657534246575,
1997-12-01,1909794520.5479453,112.01137506849315,18.01,374162854.0821917,16.183013698630138,
1998-01-01,1934000000.0,112.25884,16.910909090909094,308712160.0,16.2,
1998-02-01,1954638356.1643836,112.25862053698631,15.811818181818182,352728919.01369864,16.2,
1998-03-01,1973279452.0547945,112.25842231232878,14.81909090909091,392485991.6712329,16.2,
1998-04-01,1993917808.2191782,112.25820284931507,13.72,436502750.6849315,16.2,
1998-05-01,2013890410.958904,112.25799046575342,14.6,479099614.24657536,16.2,
1998-06-01,2034528767.1232877,112.25777100273973,13.66,523116373.26027393,16.2,
1998-07-01,2054501369.8630137,112.25755861917808,11.93,565713236.8219178,16.2,
1998-08-01,2075139726.0273972,112.25733915616438,12.02,609729995.8356164,16.2,
1998-09-01,2095778082.1917808,112.25711969315068,12.11,653746754.849315,16.2,
1998-10-01,2115750684.9315069,112.25690730958904,14.46,696343618.4109589,16.2,
1998-11-01,2136389041.0958905,112.25668784657533,12.127377049180328,740360377.4246576,16.2,
1998-12-01,2156361643.8356166,112.25647546301369,9.87,782957240.9863014,16.2,
1999-01-01,2177000000.0,112.256256,10.34,826974000.0,16.2,
1999-02-01,2185747945.2054796,112.4767911890411,10.81,792965664.8767123,16.166027397260272,
1999-03-01,2193649315.0684934,112.67598426301369,10.52,762248458.9589041,16.135342465753425,
1999-04-01,2202397260.2739725,112.89651945205479,14.6,728240123.8356165,16.101369863013698,
1999-05-01,2210863013.6986303,113.10994060273973,14.41311475409836,695328831.7808219,16.06849315068493,
1999-06-01,2219610958.9041095,113.33047579178081,14.22,661320496.6575342,16.034520547945206,
1999-07-01,2228076712.3287673,113.54389694246575,17.25,628409204.6027397,16.001643835616438,
1999-08-01,2236824657.5342464,113.76443213150685,19.175,594400869.479452,15.967671232876713,
1999-09-01,2245572602.739726,113.98496732054794,21.1,560392534.3561645,15.933698630136986,
1999-10-01,2254038356.1643834,114.19838847123287,22.98,527481242.30136985,15.90082191780822,
1999-11-01,2262786301.369863,114.41892366027398,21.32,493472907.17808217,15.866849315068494,
1999-12-01,2271252054.7945204,114.6323448109589,24.2,460561615.1232877,15.833972602739726,
2000-01-01,2280000000.0,114.85288,25.775,426553280.0,15.8,
2000-02-01,2338103825.136612,114.45946713114753,27.35,629662910.1092896,15.757650273224044,
2000-03-01,2392459016.3934426,114.09143573770491,29.78,819668693.1147542,15.718032786885246,
2000-04-01,2450562841.5300546,113.69802286885246,29.74967391304348,1022778323.2240437,15.675683060109291,
2000-05-01,2506792349.726776,113.31730073770493,29.720326086956522,1219336029.7814207,15.634699453551914,
2000-06-01,2564896174.863388,112.92388786885246,29.69,1422445659.8907104,15.592349726775957,
2000-07-01,2621125683.060109,112.54316573770492,27.501475409836065,1619003366.4480875,15.55136612021858,
2000-08-01,2679229508.196721,112.14975286885246,25.24,1822112996.557377,15.509016393442623,
2000-09-01,2737333333.3333335,111.75634000000001,35.09,2025222626.6666667,15.466666666666667,
2000-10-01,2793562841.5300546,111.37561786885246,33.383442622950824,2221780333.224044,15.425683060109291,
2000-11-01,2851666666.6666665,110.98220500000001,31.62,2424889963.3333335,15.383333333333335,
2000-12-01,2907896174.863388,110.60148286885247,31.59,2621447669.8907104,15.342349726775957,
2001-01-01,2966000000.0,110.20807,29.380000000000003,2824557300.0,15.3,
2001-02-01,2982221917.808219,110.16582124657535,27.17,2625460725.7534246,15.189589041095891,
2001-03-01,2996873972.60274,110.12766108219178,24.76,2445631561.917808,15.089863013698631,
2001-04-01,3013095890.410959,110.08541232876712,26.055901639344263,2246534987.6712327,14.979452054794521,
2001-05-01,3028794520.547945,110.04452643835617,27.31,2053860883.5616436,14.872602739726029,
